,Date/Time,Lat,Lon,Base
45,04-01-14 5:49,40.7423,-74.0371,B02512
46,04-01-14 5:49,40.7236,-74.0037,B02512
47,04-01-14 5:52,40.7723,-73.9527,B02512
48,04-01-14 5:52,40.7574,-73.9862,B02512
49,04-01-14 5:53,40.7838,-73.9504,B02512
50,04-01-14 5:54,40.7711,-73.9871,B02512
51,04-01-14 5:56,40.7571,-73.9726,B02512
52,04-01-14 5:56,40.7442,-73.9854,B02512
53,04-01-14 5:58,40.7166,-74.0144,B02512
54,04-01-14 6:00,40.7507,-73.9703,B02512
55,04-01-14 6:01,40.7337,-73.9979,B02512
56,04-01-14 6:02,40.7236,-74.0111,B02512
57,04-01-14 6:03,40.7151,-74.0464,B02512
58,04-01-14 6:06,40.7701,-73.9588,B02512
59,04-01-14 6:08,40.86,-73.9142,B02512
60,04-01-14 6:08,40.7555,-73.9729,B02512
61,04-01-14 6:14,40.7249,-74.0355,B02512
62,04-01-14 6:14,40.6193,-74.157,B02512
63,04-01-14 6:15,40.7753,-73.978,B02512
64,04-01-14 6:15,40.7204,-73.9545,B02512
65,04-01-14 6:16,40.7772,-73.9595,B02512
66,04-01-14 6:17,40.7651,-74.082,B02512
67,04-01-14 6:17,40.74,-73.9879,B02512
68,04-01-14 6:19,40.7741,-73.9568,B02512
69,04-01-14 6:20,40.7599,-73.9944,B02512
70,04-01-14 6:21,40.7531,-74.0039,B02512
71,04-01-14 6:22,40.7791,-73.9623,B02512
72,04-01-14 6:25,40.7382,-74.0033,B02512
73,04-01-14 6:31,40.7391,-73.9989,B02512
74,04-01-14 6:31,40.7806,-73.982,B02512
75,04-01-14 6:32,40.7322,-73.9863,B02512
76,04-01-14 6:33,40.7703,-73.966,B02512
77,04-01-14 6:34,40.7221,-74.0018,B02512
78,04-01-14 6:35,40.7588,-73.9895,B02512
79,04-01-14 6:36,40.7677,-73.9656,B02512
80,04-01-14 6:37,40.7404,-74.0076,B02512
81,04-01-14 6:38,40.7679,-73.9599,B02512
82,04-01-14 6:39,40.7694,-73.9852,B02512
83,04-01-14 6:40,40.7858,-73.9546,B02512
84,04-01-14 6:40,40.7742,-73.9491,B02512
85,04-01-14 6:42,40.7703,-73.95,B02512
86,04-01-14 6:42,40.7614,-73.9997,B02512
87,04-01-14 6:43,40.793,-73.9749,B02512
88,04-01-14 6:44,40.7231,-73.9442,B02512
89,04-01-14 6:45,40.7874,-73.9545,B02512
90,04-01-14 6:47,40.7689,-73.9812,B02512
91,04-01-14 6:47,40.7789,-73.9557,B02512
92,04-01-14 6:48,40.7271,-74.0054,B02512
93,04-01-14 6:52,40.7877,-73.973,B02512
94,04-01-14 6:52,40.7255,-74.0092,B02512
95,04-01-14 6:54,40.7653,-73.9723,B02512
96,04-01-14 6:56,40.7644,-73.9769,B02512
97,04-01-14 6:57,40.7726,-73.9532,B02512
98,04-01-14 6:59,40.7898,-73.9661,B02512
0,05-01-14 0:02,40.7521,-73.9914,B02512
1,05-01-14 0:06,40.6965,-73.9715,B02512
2,05-01-14 0:15,40.7464,-73.9838,B02512
3,05-01-14 0:17,40.7463,-74.0011,B02512
4,05-01-14 0:17,40.7594,-73.9734,B02512
5,05-01-14 0:20,40.7685,-73.8625,B02512
6,05-01-14 0:21,40.7637,-73.9962,B02512
7,05-01-14 0:21,40.7252,-74.0023,B02512
8,05-01-14 0:25,40.7607,-73.9625,B02512
9,05-01-14 0:25,40.7212,-73.9879,B02512
10,05-01-14 0:29,40.7255,-73.9986,B02512
11,05-01-14 0:32,40.6467,-73.7901,B02512
12,05-01-14 0:40,40.7613,-73.9788,B02512
13,05-01-14 0:56,40.7807,-73.9497,B02512
14,05-01-14 1:00,40.7585,-73.9708,B02512
15,05-01-14 1:02,40.7163,-73.9895,B02512
16,05-01-14 1:06,40.7265,-73.9958,B02512
17,05-01-14 1:13,40.7559,-73.9867,B02512
18,05-01-14 1:13,40.7671,-73.9956,B02512
19,05-01-14 1:20,40.7707,-73.9944,B02512
20,05-01-14 1:22,40.7607,-73.9784,B02512
21,05-01-14 1:25,40.7382,-74.0096,B02512
22,05-01-14 1:26,40.759,-73.9725,B02512
23,05-01-14 1:27,40.7456,-73.9915,B02512
24,05-01-14 1:28,40.7285,-74.0044,B02512
25,05-01-14 1:32,40.7218,-73.9921,B02512
26,05-01-14 1:45,40.744,-73.9877,B02512
27,05-01-14 1:48,40.71,-74.0091,B02512
28,05-01-14 2:00,40.7412,-74.0078,B02512
29,05-01-14 2:13,40.7508,-74.0056,B02512
30,05-01-14 2:18,40.7621,-73.976,B02512
31,05-01-14 2:40,40.7575,-73.9688,B02512
32,05-01-14 2:48,40.7549,-73.9864,B02512
33,05-01-14 2:59,40.7596,-73.9726,B02512
34,05-01-14 3:01,40.7284,-73.9997,B02512
35,05-01-14 3:13,40.7246,-73.9936,B02512
36,05-01-14 3:19,40.7156,-73.9898,B02512
37,05-01-14 3:21,40.7467,-73.9846,B02512
38,05-01-14 3:28,40.7144,-74.038,B02512
39,05-01-14 3:28,40.7144,-74.038,B02512
40,05-01-14 3:31,40.8276,-73.9454,B02512
41,05-01-14 3:44,40.7562,-73.9931,B02512
42,05-01-14 3:50,40.7299,-73.9868,B02512
43,05-01-14 3:57,40.7762,-73.9499,B02512
44,05-01-14 3:58,40.7538,-73.9774,B02512
45,05-01-14 3:58,40.6819,-73.685,B02512
46,05-01-14 4:04,40.758,-73.9892,B02512
47,05-01-14 4:13,40.7469,-74.0078,B02512
48,05-01-14 4:15,40.7663,-73.9916,B02512
49,05-01-14 4:17,40.7196,-74.0085,B02512
50,05-01-14 4:17,40.7196,-74.0085,B02512
51,05-01-14 4:21,40.7852,-73.9712,B02512
52,05-01-14 4:24,40.7553,-73.9723,B02512
53,05-01-14 4:25,40.7753,-73.9904,B02512
54,05-01-14 4:28,40.754,-73.9773,B02512
55,05-01-14 4:28,40.754,-73.9773,B02512
56,05-01-14 4:35,40.7572,-73.9625,B02512
57,05-01-14 4:41,40.7695,-73.9621,B02512
58,05-01-14 4:43,40.7827,-73.9728,B02512
59,05-01-14 4:44,40.7656,-73.9629,B02512
60,05-01-14 4:51,40.7232,-73.5771,B02512
61,05-01-14 4:51,40.6954,-74.178,B02512
62,05-01-14 4:58,40.7605,-73.9873,B02512
63,05-01-14 5:00,40.7101,-74.001,B02512
64,05-01-14 5:01,40.762,-73.982,B02512
65,05-01-14 5:05,40.7137,-73.9631,B02512
66,05-01-14 5:06,40.7762,-73.9603,B02512
67,05-01-14 5:07,40.7521,-73.9813,B02512
68,05-01-14 5:08,40.7797,-73.9783,B02512
69,05-01-14 5:17,40.774,-73.9824,B02512
70,05-01-14 5:17,40.7388,-74.0027,B02512
71,05-01-14 5:18,40.7781,-73.9749,B02512
72,05-01-14 5:21,40.7612,-73.9995,B02512
73,05-01-14 5:23,40.7592,-74.0234,B02512
74,05-01-14 5:24,40.8895,-73.7939,B02512
75,05-01-14 5:27,40.7449,-73.9772,B02512
76,05-01-14 5:27,40.7449,-73.9772,B02512
77,05-01-14 5:29,40.6951,-74.1784,B02512
78,05-01-14 5:30,40.7705,-73.9857,B02512
79,05-01-14 5:34,40.7327,-74.0088,B02512
80,05-01-14 5:35,40.7985,-73.9729,B02512
81,05-01-14 5:36,40.7486,-73.9737,B02512
82,05-01-14 5:38,40.7372,-74.0372,B02512
83,05-01-14 5:38,40.7372,-74.0372,B02512
84,05-01-14 5:38,40.7912,-73.9651,B02512
85,05-01-14 5:39,40.7323,-73.9941,B02512
86,05-01-14 5:40,40.7828,-73.9797,B02512
87,05-01-14 5:40,40.7828,-73.9797,B02512
88,05-01-14 5:41,40.7179,-73.9895,B02512
89,05-01-14 5:46,40.729,-74.0066,B02512
90,05-01-14 5:49,40.8109,-74.1575,B02512
91,05-01-14 5:49,40.7149,-74.0065,B02512
92,05-01-14 5:56,40.7186,-74.0079,B02512
93,05-01-14 6:03,40.7745,-73.9838,B02512
94,05-01-14 6:03,40.7753,-73.9901,B02512
95,05-01-14 6:07,40.7204,-74.0085,B02512
96,05-01-14 6:07,40.7175,-74.0022,B02512
97,05-01-14 6:07,40.7321,-73.9885,B02512
98,05-01-14 6:08,40.7273,-73.9922,B02512
0,06-01-14 0:00,40.7293,-73.992,B02512
1,06-01-14 0:01,40.7131,-74.0097,B02512
2,06-01-14 0:04,40.3461,-74.661,B02512
3,06-01-14 0:04,40.7555,-73.9833,B02512
4,06-01-14 0:07,40.688,-74.1831,B02512
5,06-01-14 0:08,40.7152,-73.9917,B02512
6,06-01-14 0:08,40.7282,-73.991,B02512
7,06-01-14 0:08,40.3042,-73.9794,B02512
8,06-01-14 0:09,40.727,-73.9915,B02512
9,06-01-14 0:10,40.7221,-73.9965,B02512
10,06-01-14 0:11,40.7153,-74.0146,B02512
11,06-01-14 0:15,40.6176,-74.0197,B02512
12,06-01-14 0:16,40.7025,-73.9897,B02512
13,06-01-14 0:17,40.735,-74.165,B02512
14,06-01-14 0:17,40.7357,-74.0068,B02512
15,06-01-14 0:18,40.6904,-73.9572,B02512
16,06-01-14 0:19,40.7384,-73.9857,B02512
17,06-01-14 0:20,40.7406,-74.0066,B02512
18,06-01-14 0:21,40.7535,-73.9813,B02512
19,06-01-14 0:21,40.722,-73.9804,B02512
20,06-01-14 0:23,40.8095,-74.1037,B02512
21,06-01-14 0:23,40.7482,-73.9745,B02512
22,06-01-14 0:30,40.7043,-73.933,B02512
23,06-01-14 0:32,40.7298,-73.9898,B02512
24,06-01-14 0:32,40.7397,-74.0053,B02512
25,06-01-14 0:34,40.7607,-74.0025,B02512
26,06-01-14 0:37,40.7578,-73.9703,B02512
27,06-01-14 0:39,40.7349,-73.985,B02512
28,06-01-14 0:39,40.7133,-73.9775,B02512
29,06-01-14 0:40,40.7273,-73.9936,B02512
30,06-01-14 0:40,40.761,-73.6035,B02512
31,06-01-14 0:44,40.7401,-73.9901,B02512
32,06-01-14 0:46,40.7261,-73.9835,B02512
33,06-01-14 0:48,40.7406,-74.0086,B02512
34,06-01-14 0:49,40.6975,-73.9373,B02512
35,06-01-14 0:53,40.7428,-73.9806,B02512
36,06-01-14 0:55,40.7667,-74.2016,B02512
37,06-01-14 0:59,40.7053,-73.9394,B02512
38,06-01-14 0:59,40.7181,-73.6795,B02512
39,06-01-14 1:00,40.7431,-73.9848,B02512
40,06-01-14 1:00,40.7395,-74.0021,B02512
41,06-01-14 1:01,40.7816,-73.7183,B02512
42,06-01-14 1:01,40.8192,-73.9019,B02512
43,06-01-14 1:02,40.7335,-74.0037,B02512
44,06-01-14 1:04,40.7404,-74.0083,B02512
45,06-01-14 1:09,40.796,-74.4726,B02512
46,06-01-14 1:14,40.7397,-74.0081,B02512
47,06-01-14 1:15,40.7233,-73.9855,B02512
48,06-01-14 1:18,40.7535,-73.9851,B02512
49,06-01-14 1:25,40.7978,-74.4777,B02512
50,06-01-14 1:32,40.299,-73.9811,B02512
51,06-01-14 1:37,40.7343,-74.166,B02512
52,06-01-14 1:38,40.7392,-73.9953,B02512
53,06-01-14 1:40,41.0169,-73.7182,B02512
54,06-01-14 1:41,40.7196,-73.9995,B02512
55,06-01-14 1:52,40.7398,-74.0054,B02512
56,06-01-14 1:56,40.7295,-74.0084,B02512
57,06-01-14 2:03,40.7408,-74.0079,B02512
58,06-01-14 2:04,40.7381,-74.0089,B02512
59,06-01-14 2:05,40.742,-74.0077,B02512
60,06-01-14 2:15,40.6736,-73.992,B02512
61,06-01-14 2:19,40.7195,-73.9887,B02512
62,06-01-14 2:21,40.7144,-73.9651,B02512
63,06-01-14 2:26,40.7621,-73.9747,B02512
64,06-01-14 2:27,40.74,-74.0055,B02512
65,06-01-14 2:32,40.762,-73.9936,B02512
66,06-01-14 2:40,40.7175,-74.0055,B02512
67,06-01-14 2:41,40.7521,-73.9954,B02512
68,06-01-14 2:47,40.7222,-73.9588,B02512
69,06-01-14 2:50,40.719,-73.9888,B02512
70,06-01-14 2:51,40.6564,-73.6453,B02512
71,06-01-14 2:53,40.7261,-73.9918,B02512
72,06-01-14 2:54,40.7191,-73.9892,B02512
73,06-01-14 2:58,40.7286,-73.9954,B02512
74,06-01-14 3:10,40.7615,-73.975,B02512
75,06-01-14 3:11,40.7278,-73.9991,B02512
76,06-01-14 3:14,40.7503,-73.9839,B02512
77,06-01-14 3:19,40.7389,-74.0081,B02512
78,06-01-14 3:23,40.775,-73.9907,B02512
79,06-01-14 3:32,40.7054,-74.0072,B02512
80,06-01-14 3:35,40.7303,-74.0025,B02512
81,06-01-14 3:36,40.7347,-73.9924,B02512
82,06-01-14 4:03,40.7224,-73.9878,B02512
83,06-01-14 4:51,40.6982,-73.462,B02512
84,06-01-14 4:54,40.6449,-73.7818,B02512
85,06-01-14 4:56,40.645,-73.782,B02512
86,06-01-14 5:07,40.7699,-73.9843,B02512
87,06-01-14 5:10,40.7372,-73.9967,B02512
88,06-01-14 5:14,40.6448,-73.7826,B02512
89,06-01-14 5:48,40.7228,-74.0019,B02512
90,06-01-14 6:19,40.736,-73.9792,B02512
91,06-01-14 6:21,40.7536,-73.9915,B02512
92,06-01-14 6:24,40.7615,-73.9881,B02512
93,06-01-14 6:25,40.8525,-73.8281,B02512
94,06-01-14 6:27,40.7554,-73.9738,B02512
95,06-01-14 6:35,40.7543,-73.9817,B02512
96,06-01-14 6:37,40.7751,-73.9633,B02512
97,06-01-14 6:46,40.6952,-74.1784,B02512
98,06-01-14 6:51,40.7621,-73.9817,B02512
